0.00012404,0.02480774,0.04949144,0.03572315,0.00012404,0.00334904,0.02691640,0.00347308,0.02790871,0.00037212,0.02418755,0.07256264,0.03150583,0.15938973,0.00024808,0.02207889,0.00024808,0.18370131,0.05321260,0.12974448,0.00793848,0.01736542,0.00707021,0.00099231,0.02828082,0.00124039,0.08794344
0.17981073,0.00883281,0.00063091,0.00063091,0.31608833,0.00063091,0.00063091,0.00063091,0.02839117,0.00757098,0.00063091,0.11167192,0.00063091,0.00063091,0.11861199,0.00063091,0.00063091,0.05236593,0.02145110,0.00315457,0.08769716,0.00252366,0.00063091,0.00063091,0.04100946,0.00063091,0.01261830
0.14235294,0.00039216,0.00431373,0.00039216,0.11058824,0.00039216,0.00039216,0.12862745,0.02274510,0.00039216,0.19333333,0.04509804,0.00039216,0.00039216,0.20509804,0.00039216,0.00039216,0.03764706,0.00156863,0.06745098,0.02000000,0.00039216,0.00039216,0.00039216,0.00156863,0.00039216,0.01450980
0.01235076,0.00164677,0.00205846,0.05331412,0.07101688,0.00020585,0.00349938,0.00020585,0.05434335,0.00061754,0.00061754,0.00885138,0.00061754,0.01111569,0.09427748,0.00020585,0.00020585,0.02326060,0.05146151,0.00020585,0.00391107,0.00082338,0.00308769,0.00020585,0.04940305,0.00020585,0.55228489
0.04888681,0.00132337,0.01541336,0.05846178,0.02537755,0.00607193,0.00311381,0.00217967,0.00381442,0.00015569,0.00077845,0.02677876,0.02459910,0.06336603,0.05433598,0.00614977,0.00046707,0.09683948,0.08274949,0.03697649,0.00031138,0.02070683,0.00443718,0.00708392,0.01354507,0.00023354,0.39584306
0.04951456,0.00048544,0.00048544,0.00048544,0.07961165,0.06407767,0.00048544,0.00048544,0.09223301,0.00048544,0.00048544,0.03980583,0.00048544,0.00048544,0.14514563,0.00048544,0.00048544,0.08300971,0.00339806,0.02427184,0.06213592,0.00048544,0.00048544,0.00048544,0.00145631,0.00048544,0.34805825
0.04596220,0.00042955,0.00042955,0.00042955,0.13015464,0.00042955,0.00816151,0.10781787,0.02792096,0.00042955,0.00042955,0.02362543,0.00214777,0.01374570,0.07560137,0.00042955,0.00042955,0.03908935,0.03178694,0.00042955,0.06658076,0.00042955,0.00042955,0.00042955,0.00042955,0.00042955,0.42139175
0.12607809,0.00078407,0.00031363,0.00109769,0.48047671,0.00015681,0.00015681,0.00015681,0.18441273,0.00015681,0.00015681,0.00062725,0.00015681,0.00376353,0.06554806,0.00062725,0.00015681,0.01991532,0.00219539,0.02022895,0.00642936,0.00015681,0.00047044,0.00015681,0.00909519,0.00015681,0.07636820
0.00493469,0.00435414,0.04629898,0.04455733,0.04078374,0.02568940,0.02888244,0.00014514,0.00029028,0.00014514,0.01001451,0.04005806,0.05137881,0.30246734,0.04339623,0.01306241,0.00043541,0.02264151,0.17793904,0.12307692,0.00072569,0.01219158,0.00014514,0.00101597,0.00029028,0.00391872,0.00116110
0.17032967,0.00549451,0.00549451,0.00549451,0.10989011,0.00549451,0.00549451,0.00549451,0.01098901,0.00549451,0.00549451,0.00549451,0.00549451,0.00549451,0.09890110,0.00549451,0.00549451,0.00549451,0.00549451,0.00549451,0.48901099,0.00549451,0.00549451,0.00549451,0.00549451,0.00549451,0.00549451
0.01532115,0.00058928,0.00058928,0.00058928,0.23865645,0.00058928,0.00058928,0.00058928,0.13847967,0.00117855,0.00058928,0.00942840,0.00058928,0.08780200,0.00117855,0.00058928,0.00058928,0.00058928,0.16087213,0.00117855,0.00766058,0.00058928,0.00589275,0.00058928,0.00471420,0.00058928,0.31938715
0.07489425,0.00273700,0.00049764,0.04528490,0.14904205,0.01617318,0.00024882,0.00024882,0.14804678,0.00024882,0.01443145,0.14381687,0.00373227,0.00149291,0.12664842,0.00895745,0.00024882,0.00597163,0.03707390,0.00920627,0.01443145,0.00398109,0.00398109,0.00024882,0.05200299,0.00024882,0.13610351
0.07942658,0.04029446,0.00038745,0.00038745,0.25416505,0.00271213,0.00038745,0.00038745,0.07090275,0.00038745,0.00038745,0.00116234,0.06974041,0.00309957,0.07710190,0.03060829,0.00038745,0.00038745,0.01704766,0.00116234,0.01704766,0.00038745,0.00038745,0.00038745,0.08950019,0.00038745,0.24137931
0.09768839,0.00091420,0.01319054,0.14744678,0.06438553,0.00365678,0.13673763,0.00013060,0.01240695,0.00208959,0.03069087,0.00430978,0.00052240,0.01110095,0.05602716,0.00026120,0.00039180,0.00078360,0.05498237,0.08671804,0.00522398,0.00352619,0.00013060,0.00039180,0.01397414,0.00039180,0.25192634
0.00401938,0.00628672,0.01381016,0.01659281,0.00618365,0.06029063,0.00360713,0.00257652,0.01298567,0.00010306,0.02844481,0.02411625,0.04637741,0.20612182,0.06070288,0.01690199,0.00010306,0.07018448,0.01473771,0.04627435,0.16190869,0.01710811,0.05348861,0.00237040,0.00195816,0.00030918,0.12243636
0.08867521,0.00053419,0.00053419,0.00053419,0.14476496,0.00106838,0.00053419,0.05876068,0.09508547,0.00053419,0.00053419,0.07745726,0.00053419,0.00053419,0.08173077,0.04967949,0.00053419,0.05608974,0.06837607,0.02029915,0.06997863,0.00053419,0.00053419,0.00053419,0.00801282,0.00053419,0.17307692
0.01492537,0.01492537,0.01492537,0.01492537,0.02985075,0.01492537,0.01492537,0.01492537,0.01492537,0.01492537,0.01492537,0.01492537,0.01492537,0.01492537,0.01492537,0.01492537,0.01492537,0.01492537,0.01492537,0.01492537,0.58208955,0.01492537,0.01492537,0.01492537,0.01492537,0.01492537,0.02985075
