0.05769231,0.03703704,0.03703704,0.03703704,0.33642691,0.03703704,0.03703704,0.03703704,0.00383142,0.03571429,0.03703704,0.02380952,0.03703704,0.00571429,0.03571429,0.03703704,0.03703704,0.03703704,0.90969900,0.03571429,0.02564103,0.03703704,0.02777778,0.03703704,0.23529412,0.03703704,0.38908451
0.00305810,0.02702703,0.03571429,0.51923077,0.37120000,0.69230769,0.03703704,0.03703704,0.00161031,0.03703704,0.21428571,0.53145695,0.17073171,0.09375000,0.00186916,0.35483871,0.03703704,0.02000000,0.75428571,0.28571429,0.01190476,0.02380952,0.02380952,0.03703704,0.82553191,0.03703704,0.26701571
0.00865801,0.02307692,0.03703704,0.03703704,0.43695015,0.03030303,0.03703704,0.03703704,0.00956938,0.03703704,0.03703704,0.03448276,0.00485437,0.02941176,0.00444444,0.12380952,0.03703704,0.03703704,0.30000000,0.03448276,0.01428571,0.03703704,0.03703704,0.03703704,0.87937743,0.03703704,0.42681048
0.02713178,0.03030303,0.00787402,0.71168831,0.38535645,0.01851852,0.85368127,0.03703704,0.00826446,0.02380952,0.59386973,0.01694915,0.03333333,0.11711712,0.05274725,0.03571429,0.06896552,0.03125000,0.64429530,0.48695652,0.01515152,0.01886792,0.03703704,0.03448276,0.52631579,0.03448276,0.23682864
0.01538462,0.10344828,0.00625000,0.17647059,0.01162791,0.81505728,0.03278689,0.01960784,0.00657895,0.03703704,0.18543046,0.03461538,0.43277311,0.26307996,0.07479675,0.17368421,0.03703704,0.51485149,0.08284024,0.36842105,0.42579837,0.00520833,0.52660550,0.06122449,0.17777778,0.03448276,0.16968699
0.00520833,0.03703704,0.03703704,0.03703704,0.06734007,0.03571429,0.03703704,0.07352941,0.00490196,0.03703704,0.03703704,0.00584795,0.03703704,0.03703704,0.00558659,0.00840336,0.03703704,0.00763359,0.74675325,0.20312500,0.00636943,0.03703704,0.03703704,0.03703704,0.36585366,0.03703704,0.31714286
0.03703704,0.03703704,0.03703704,0.03703704,0.07142857,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.01538462,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03571429
0.03956835,0.05000000,0.01851852,0.90826873,0.41115880,0.05555556,0.01515152,0.03333333,0.00452489,0.03703704,0.31578947,0.50000000,0.54310345,0.12820513,0.00146413,0.06818182,0.03703704,0.00884956,0.60912052,0.40725806,0.00561798,0.02083333,0.02380952,0.03703704,0.59006211,0.03703704,0.29817159
0.00588235,0.03703704,0.01030928,0.03703704,0.29480737,0.03225806,0.03571429,0.09970674,0.00249377,0.03703704,0.30952381,0.01020408,0.01834862,0.45333333,0.15879828,0.02542373,0.03225806,0.03703704,0.45614035,0.34577114,0.00800000,0.03703704,0.01694915,0.03703704,0.21276596,0.03703704,0.25523899
0.01015228,0.03125000,0.01754386,0.07142857,0.21116928,0.03225806,0.03703704,0.06500000,0.00197239,0.03703704,0.03703704,0.00892857,0.03448276,0.03448276,0.72968037,0.03703704,0.03703704,0.00423729,0.87426901,0.00796813,0.00507614,0.03703704,0.01587302,0.03703704,0.58227848,0.21212121,0.23158232
0.01063830,0.07547170,0.00628931,0.09090909,0.37614679,0.02040816,0.05291005,0.13333333,0.01190476,0.03703704,0.03703704,0.05818182,0.04225352,0.09810127,0.03703704,0.77419355,0.03703704,0.30590717,0.12938005,0.74487896,0.03703704,0.03703704,0.03703704,0.03703704,0.62222222,0.03125000,0.18953324
0.02564103,0.03703704,0.03703704,0.03703704,0.36769231,0.03703704,0.03703704,0.03703704,0.00512821,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.02439024,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03571429,0.03703704,0.03703704,0.03703704,0.07142857,0.03703704,0.03703704
0.00239234,0.03703704,0.03703704,0.12500000,0.20353982,0.03703704,0.03703704,0.00311526,0.00336700,0.03703704,0.03333333,0.11111111,0.03703704,0.80473373,0.13939394,0.03703704,0.03703704,0.00833333,0.56923077,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.30939227
0.02272727,0.03703704,0.02702703,0.03703704,0.01960784,0.03703704,0.03703704,0.03571429,0.04651163,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03448276,0.02631579,0.03703704,0.03703704,0.03703704,0.44117647,0.03703704,0.03703704,0.03703704,0.03703704,0.03571429,0.03703704,0.11764706
0.20588235,0.01515152,0.03333333,0.03703704,0.13636364,0.03030303,0.03571429,0.03703704,0.01030928,0.03703704,0.03703704,0.09375000,0.02702703,0.03571429,0.00140845,0.03333333,0.03703704,0.02941176,0.67826087,0.01960784,0.03703704,0.03703704,0.02857143,0.03703704,0.03703704,0.03703704,0.34812030
0.03448276,0.03703704,0.03703704,0.03703704,0.23076923,0.03703704,0.03703704,0.03703704,0.02631579,0.03703704,0.03703704,0.03448276,0.03703704,0.03703704,0.03225806,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.03703704,0.10000000,0.03030303,0.15151515
0.23715125,0.00094787,0.00094877,0.21010101,0.17277778,0.02058505,0.00179211,0.00359551,0.00256904,0.00666667,0.00389105,0.00117233,0.10102302,0.06666667,0.04426559,0.00246002,0.01886792,0.01356852,0.21105263,0.09335638,0.00210970,0.00793651,0.00084531,0.03333333,0.02550336,0.03571429,0.88109256
